entorno,nombre,etapa,tipo,area_responsable,descripcion,monto_contrato,comuna,barrio,direccion,fecha_inicio,fecha_fin_inicial,plazo_meses,porcentaje_avance,licitacion_oferta_empresa,licitacion_anio,contratacion_tipo,nro_contratacion,cuit_contratista,expediente-numero
Centro De Exposiciones Y Convenciones,Centro de Exposiciones y Convenciones: Ampliacion red de agua y cloacas,Finalizada,Arquitectura,Secretaria de Transporte y Obras Publicas,"Dentro de las obras complementarias al Centro de Exposiciones y Convenciones, fue necesario adaptar y relocalizar las acometidas del suministro de servicios de agua potable y de desagi 1/4es cloacales en el predio donde se ubica.",8897525.0,2,recoleta,"figueroa alcorta, pres. av. 2051",2016-10-14,2017-01-14,3,100,"CONSTRUCCIONES,INFRAESTRUCTURAYSERVICIOSS.A.",2016,Licitacion Publica,482-SIGAF/2016,30710393881,16374108-DGOIYA-2016
Pasos Bajo Nivel,Paso bajo nivel Nazca,Finalizada,Transporte,Secretaria de Transporte y Obras Publicas,"El Paso Bajo Nivel de Av. Nazca se extiende entre Pedro Lozano y Marcos Sastre, pasando por debajo las vias del ferrocarril San Martin, a 300 metros de la Estacion Villa del Parque del tren. Su tunel fue hecho doble mano, conto con cuatro carriles de circulacion, dos por sentido, con una altura libre de paso de 5,10 metros, que lo hace apto para transito liviano, pesado y transporte publico de pasajeros.",174350000.0,11,villa del parque,nazca av. y melincue,2016-12-12,2018-11-15,23,100,DYCASASA-FONTANANICASTROSAC-UTE,2016,Licitacion Publica,2016-01-0004-00,30711029245,nan
Conservatorios e institutos artisticos,Conservatorio Manuel De Falla,Finalizada,Escuelas,Secretaria de Transporte y Obras Publicas,"La obra del Conservatorio Manuel de Falla consto de la readecuacion de las instalaciones, la puesta en valor y la reparacion de la cubierta. fue iniciada originalmente por el ministerio de Cultura y transferida posteriormente al Ministerio de Desarrollo Urbano y Transporte.",8755881.0,5,almagro,gallo 238,2016-10-03,2018-01-20,15,100,SunilS.A.,2016,Licitacion Publica,3028-SIGAF-2012,30516354247,nan
Metrobus del Bajo,Metrobus Del Bajo: Aceras - Etapa I,Finalizada,Transporte,Secretaria de Transporte y Obras Publicas,"Se realizo la ejecucion y reconstruccion de las aceras, vados y superficies destinadas a via publica de uso peatonal que integran la traza del Corredor Metrobus del Bajo (Etapa 1), a fin de mejorar la transitabilidad y accesibilidad en la Ciudad Autonoma de Buenos Aires.",40185440.0,1,montserrat,"yrigoyen, hipolito av. y paseo colon av.",2016-11-03,2017-06-06,7,100,MiavasaS.A,2017,Licitacion Publica,124/SIGAF/2017,30677303863,EX-2016- 23.454.011í¢ÂÂMGEYA-DGTMBR
Metrobus del Bajo,Metrobus Del Bajo: Tareas Preliminares y Cerco de Obra - Etapa I,Finalizada,Transporte,Secretaria de Transporte y Obras Publicas,"La obra garantizo la separacion fisica de la obra de pavimentacion y los paradores del corredor Metrobus del Bajo, de los carriles transitables y minimizar asi el riesgo de siniestros en la via publica. El objetivo de la misma fue servir como complemento de advertencia para los conductores y peatones salvaguardando su integridad.",4756449.0,1,montserrat,"yrigoyen, hipolito av. y paseo colon av.",2017-02-01,2017-07-31,5,100,ConstruccionesIngevialS.A.,2017,Licitacion Privada de Obra Menor,85-SIGAF/16,30650833380,23.464.219-DGTMBR-2016
Pasos Bajo Nivel,Paso bajo nivel Av. San Martin,Finalizada,Transporte,Secretaria de Transporte y Obras Publicas,"El Paso Bajo Nivel San Martin posee una longitud de 370 metros que se extiende entre las calles Pareja y Asuncion. Cuenta con cuatro carriles, dos en cada sentido y su tunel presenta una altura de 5,10 metros, permitiendo la circulacion de vehiculos pesados, livianos y los colectivos del Metrobus San Martin.",111988844.0,11,villa devoto,san martin av. y pareja,2014-01-17,2016-10-21,33,100,FontanaNicastroS.A.C.MartinezYDeLaFuenteS.A.Ute,2013,Licitacion Publica,2013-01-0005-00,33714340609,nan
Pasos Bajo Nivel,Paso bajo nivel Constituyentes,Finalizada,Transporte,Secretaria de Transporte y Obras Publicas,"El Paso Bajo nivel Constituyentes se extiende entre la Av. Mosconi y Olazabal hasta la calle Jose L. Cabezon y Cullen. El paso vehicular bajo las vias del tren contiene cuatro carriles, dos en cada sentido, con una altura libre de transito de 5,10 metros, permitiendo la circulacion de vehiculos pesados y livianos.",119500000.0,12,villa pueyrredon,de los constituyentes av. 4950,2014-01-22,2016-04-29,27,100,JoseChediackS.A.I.C.A.,2013,Licitacion Publica,2013-01-0001-00,30502256005,nan
Pasos Bajo Nivel,Paso bajo nivel Beiro,Finalizada,Transporte,Secretaria de Transporte y Obras Publicas,"El Paso Bajo Nivel Beiro tuvo como caracteristica particular la presencia de canos de gran envergadura bajo tierra, lo cual hizo necesario un nuevo trazado de la avenida en este tramo generando un corrimiento hacia el lado del Club Comunicaciones y la Facultad de Agronomia. A raiz de ese desplazamiento se definio un espacio de unos 25 m de ancho y de 500 m de largo que se proyecto como area verde para usos recreativos, funcionando como conector ambiental adyacente a la avenida.",114299267.0,15,agronomia,"beiro, francisco av. y gutenberg",2014-09-14,2017-06-19,33,100,BenitoRoggio-Esuco(Ute),2014,Licitacion Publica,2014-01-0003-00,30709479896,nan
Teatro Colon,Teatro Colon: Reparacion de arco de embocadura,Finalizada,Arquitectura,Secretaria de Transporte y Obras Publicas,Se realizo la reparacion y puesta en valor del arco de embocadura del Teatro Colon.,756353.0,1,san nicolas,cerrito 628,2015-01-15,2016-01-01,12,100,RolIngenieriaS.A,2015,556/2010,nan,30578447659,nan
Casa Trans,Casa Trans,Finalizada,Arquitectura,Secretaria de Transporte y Obras Publicas,"La obra consistio en la puesta en valor y reciclaje de la planta baja del inmueble contemplando la construccion de nuevos banos, un vestuario, una sala de espera, dos consultorios para atencion psicologica, sala de extraccion de sangre para diagnostico preventivo y las oficinas administrativas de la asociacion de travestis, transexuales y transgeneros de la argentina.",3935114.0,3,san cristobal,jujuy av. 1341,2017-02-08,2017-06-26,4,100,CONSTRUCTORAPREMARTSRL,2016,Licitacion Privada,79-SIGAF-2016,30709331031,nan
Oficinas Publicas,Edificio Hipolito Yrigoyen y Edificio Finochietto: adecuacion,Finalizada,Arquitectura,Secretaria de Transporte y Obras Publicas,"Se realizo la readecuacion y relocalizacion de los inmuebles Finochietto e Yrigoyen que albergan al Instituto de la Vivienda de la Ciudad y la Direccion General de Registros de Obras y Catastros en el Barrio de Barracas, a la Direccion General de Administracion de Infracciones en el Barrio de Balvanera, respectivamente.",59761171.0,3,balvanera,"yrigoyen, hipolito 2346",2015-10-29,2016-08-31,10,100,VidogarConstruccionesS.A,2015,Licitacion Publica,943-SIGAF--2015,30553433564,nan
Sistema Pluvial La Boca  Barracas,Estacion de Bombeo No5,Finalizada,Hidraulica e Infraestructura,Secretaria de Transporte y Obras Publicas,"El Sistema Pluvial Boca-Barracas es un sistema de control y drenaje para evitar las recurrentes inundaciones en los barrios mas bajos de la Ciudad (Boca y Barracas), fundamentalmente a raiz del fenomeno de las sudestadas, que durante un siglo generaron inundaciones, degradando la calidad de vida de sus habitantes y retrasando el desarrollo de esos barrios con respecto al resto de la Ciudad. La Estacion de Bombeo 5 en la etapa final de ejecucion del sistema conto con 8 bombas axiales de 4,5 m3/seg, 8 compuertas de control de desagi 1/4e, limpiarrejas, dos estaciones transformadoras de alta tension, y un sistema de colectores pluviales.",145125053.0,4,barracas,regimiento de patricios av. y brandsen,2013-08-01,2017-06-15,46,100,Mercovial-SabavisaUTE,2013,nan,nan,30687237346,nan
Teatro Colon,Teatro Colon: Instituto Superior de Arte - Adecuacion del edificio Corrientes 1681,Finalizada,Arquitectura,Secretaria de Transporte y Obras Publicas,Se realizo la puesta en valor del Instituto Superior de Arte del Teatro Colon.,15203243.0,1,san nicolas,corrientes av. 1681,2016-12-29,2017-05-30,5,100,INGECONSS.A.,2016,Licitacion Publica,875-SIGAF-2016,30683399333,nan
Area Ambiental Central,Area Ambiental Central: Calle Peru I,Finalizada,Espacio Publico,Secretaria de Transporte y Obras Publicas,"El proyecto incluyo el tramo entre Av. Belgrano y Av. Roca, y consistio en la unificacion de los niveles de acera, calzada y la preservacion del cordon de granito existente. Se agregaron rampas vehiculares y peatonales para salvar desniveles; se reemplazaron las cunetas por rejillas abatibles para el desagi 1/4e pluvial, se incorporo equipamiento urbano y se rediseno el alumbrado publico.",2462636.0,1,montserrat,"belgrano av. y roca, julio a., presidente diagonal sur av.",2016-03-21,2016-07-18,4,100,NakuConstruccionesS.R.L,2016,Licitacion Privada de Obra Menor,17/2015,30575292174,nan
Area Ambiental Central,Area Ambiental Central: Calle Peru II,Finalizada,Espacio Publico,Secretaria de Transporte y Obras Publicas,"La obra se extendio sobre la calle Peru desde Av. Belgrano hasta Av. Independencia. Se implemento la nivelacion de cruces peatonales en ambos sentidos mejorando la accesibilidad y el transito peatonal. Ademas, se contemplo la renovacion de luminarias y equipamiento urbano.",9133269.0,1,montserrat,peru y mexico,2016-08-16,2016-12-29,4,100,InstalectroS.A.,2016,Licitacion Publica,361-SIGAF-2016,33661628729,nan
Donado Holmberg,Centro de Gestion y Participacion - Comuna 12,Finalizada,Arquitectura,Secretaria de Transporte y Obras Publicas,"La nueva sede de la Comuna 12, ubicada en la calle Holmberg en Villa Urquiza, es la sede de la zona que integra a los Barrios de Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredon. El edificio tiene tres pisos y permite realizar tramites de manera mas comoda y rapida. Opera los servicios de rentas, defensa al consumidor, licencias, infracciones, registro civil, tesoreria, mediacion comunitaria e intermediacion laboral.",36725502.0,12,villa urquiza,holmberg 2548,2013-10-28,2017-04-17,42,100,ConorvialS.A,2013,Licitacion Publica,2590/2012,33504596309,1956273/2012
Acumar,Camino De Sirga III,Finalizada,Hidraulica e Infraestructura,Secretaria de Transporte y Obras Publicas,"El proyecto contempla la recuperacion de la tenencia de los predios linderos al Riachuelo, la limpieza y adecuacion de los terrenos, a fin de construir una calle de servicio y el parque lineal asociado. El camino se ejecuta en granitullo sobre losa de hormigon, excepto donde existe previamente un pavimento en buen estado de conservacion que amerito su conservacion.",94995724.0,4,barracas,"zavaleta e iriarte, gral. av.",2017-08-10,2021-01-29,34,100,UrbaserArgentinaS.A-CeobSaUte,2017,Licitacion Publica,671-SIGAF/17,30714682489,4440817-DGOINFU-2017
Area Ambiental Central,Area Ambiental Central: Calle Tacuari,Finalizada,Espacio Publico,Secretaria de Transporte y Obras Publicas,El proyecto consto de la nivelacion de la vereda y la calzada definiendo un carril vehicular de 3.95 m en convivencia con bicisenda y la ampliacion de ambas veredas en forma asimetrica. Incluyo el tramo que va desde Av. de Mayo a Av. Belgrano.,19981404.0,1,montserrat,"tacuari y alsina, adolfo",2016-10-13,2017-08-15,10,100,DalConstruccionesS.A,2016,Licitacion Publica,423-SIGAF/16,30604370171,nan
Teatro San Martin,Teatro San Martin: Renovacion de Instalaciones y Tecnologia.,Finalizada,Arquitectura,Secretaria de Transporte y Obras Publicas,"Se realizo la recuperacion y adecuacion tecnologica de los ambitos principales del teatro y sus areas complementarias y de servicios, incluyendo las salas Martin Coronado, Casacuberta y Lugones, los halls, camarines, nucleos sanitarios, circulaciones verticales y horizontales y demas sectores de apoyo.",160977932.0,1,san nicolas,corrientes av. 1530,2014-08-25,2018-02-28,42,100,BriconsS.A.I.C.F.I.-GrupoFarallonS.A.(Ute),2014,Licitacion Publica,254-SIGAF-14,30714527351,nan
Comisarias,Comisaria vecinal 1-E,Finalizada,Arquitectura,Secretaria de Transporte y Obras Publicas,"El proyecto contemplo la construccion de un edificio en planta baja con tecnologia modular y construccion en seco, ademas, las adecuaciones necesarias del predio para el normal desarrollo de las actividades propias de la comisaria. Asimismo, se promovio la recuperacion funcional y social de un predio urbano sin uso actual en un sitio estrategico mejorando las condiciones de seguridad en el area.",1276501.0,4,la boca,don pedro de mendoza av. y gualeguay,2016-01-11,2017-02-28,13,100,EcosanS.A,2016,Licitacion Publica,874-SIGAF/16,30707696849,nan
Oficinas Publicas,Oficinas Ministerio de Justicia y Seguridad: Laboratorio de la Policia Cientifica,Finalizada,Arquitectura,Secretaria de Transporte y Obras Publicas,"La obra a ejecutar contemplo la construccion de un edificio en dos plantas junto a la recuperacion y puesta en funcion del entorno del predio a traves de un tratamiento paisajistico, calles perimetrales y peatonales. La edificacion se realizo en sistema estructural modular conformado por piezas de hormigon armado prefabricado, tabiqueria en seco y carpinteria de aluminio de alta prestacion e instalaciones de alta complejidad.",62590455.0,4,parque patricios,mirave y luna,2016-12-30,2017-09-30,9,100,EcosanS.A,2016,Licitacion Publica,1074-SIGAF/16,30707696849,nan
Teatro Colon,Teatro Colon: Plano corta fuego,Finalizada,Arquitectura,Secretaria de Transporte y Obras Publicas,Se realizaron obras complementarias a la puesta en valor del Teatro Colon.,6353999.0,1,san nicolas,cerrito 628,2017-02-07,2018-10-02,20,100,RolIngenieriaS.A,2016,Licitacion Publica,1126/SIGAF/2016,30578447659,nan
Teatro Colon,Teatro Colon: Completamiento del 4deg Piso,Finalizada,Arquitectura,Secretaria de Transporte y Obras Publicas,"Se realizo el mejoramiento de instalaciones y servicios, complementarias a la puesta en valor del Teatro Colon.",17176125.0,1,san nicolas,cerrito 628,2017-02-07,2017-11-30,9,100,RolIngenieriaS.A,2016,Licitacion Publica,1123-SIGAF-2016,30578447659,nan
Entorno Parque Patricios,Centro Parque Patricios: Intervencion,Finalizada,Arquitectura,Secretaria de Transporte y Obras Publicas,"El proyecto contemplo la intervencion del centro del parque, el boulevard de acceso al parque, la salida de la estacion Parque Patricios de la linea H y la plazoleta delimitada por las calles Favaloro, Champagnat y Pepiri.",8245624.0,4,parque patricios,caseros av. y monteagudo,2016-05-12,2017-04-30,11,100,DragonairS.A.,2016,nan,nan,30707439587,nan
Area Ambiental Central,Area Ambiental Central: Pasaje 5 de Julio,Finalizada,Espacio Publico,Secretaria de Transporte y Obras Publicas,"Ubicado entre la calle Venezuela y la Av. Belgrano, el pasaje 5 de Julio adquirio la condicion de peatonalidad de acuerdo a los lineamientos ambientales del area central. Debido a ello se intervino para nivelar su acera y calzada, donde se conservo su granitullo y adoquinado original.",3788185.0,1,montserrat,5 de julio y belgrano av.,2016-07-05,2016-10-21,3,100,VillarexS.A.,2016,Licitacion Publica,194-SIGAF/16,30712097996,nan
Edificio Lezama,Edificio Lezama: Reparacion de carpinterias del Parque Lezama,Finalizada,Arquitectura,Secretaria de Transporte y Obras Publicas,"Se realizaron cambios de herrajes en ventanas, colocacion de carpinterias sobre fachada en calle Irala y colocacion de puertas exteriores en 3 piso.",1106885.0,4,la boca,"garcia, martin av. 346",2016-01-06,2016-11-05,10,100,AlupalAberturasS.A.,2016,556/10 Y 433/16 ,nan,30712346899,nan
Edificio Lezama,"Edificio Lezama: Instalaciones Electricas de Corrientes Fuertes, Corrientes Debiles e Iluminacion",Finalizada,Arquitectura,Secretaria de Transporte y Obras Publicas,"Se contemplo la ejecucion de las instalaciones electricas de corrientes fuertes y debiles e iluminacion, incluyendo la provision de materiales, mano de obra especializada y la realizacion de la ingenieria ejecutiva.",43174941.0,4,la boca,"garcia, martin av. 346",2015-01-19,2016-12-30,23,100,SESSA,2015,Licitacion Publica,1889-SIGAF-14,30647727545,nan
Edificio Lezama,Edificio Lezama: Ampliacion del Sistema Contra Incendio,Finalizada,Arquitectura,Secretaria de Transporte y Obras Publicas,Se llevo a cabo la ejecucion de las instalaciones contra incendio del Edificio Palacio Lezama,10781000.0,4,la boca,"garcia, martin av. 346",2015-01-07,2016-06-13,17,100,Incesanit,2015,nan,nan,nan,nan
Edificio Lezama,Edificio Lezama: Ampliacion del Sistema de Aire Acondicionado,Finalizada,Arquitectura,Secretaria de Transporte y Obras Publicas,Se llevo a cabo la ejecucion de las instalaciones de aire acondicionado del Edificio Palacio Lezama.,4553909.0,4,la boca,"garcia, martin av. 346",2015-08-20,2016-06-13,10,100,CAGROUPSA,2015,nan,nan,30707222138,nan
Entorno Flores,Centro de Transbordo Flores,Finalizada,Transporte,Secretaria de Transporte y Obras Publicas,"El nuevo Centro de Trasbordo Flores le permite a miles de personas hacer combinaciones entre distintos medios de transporte como ser el Subte A, Ecobici, el FFCC Sarmiento y 22 lineas de colectivos. Se realizo una puesta en valor del entorno de la Plaza Pueyrredon a partir de un reordenamiento de las paradas de colectivos y mejora en la accesibilidad al centro de trasbordo. Incluye lugares de espera mas comodos y cruces mas seguros para transformar la manera en que viajan pasajeros y conductores. Se incorpora nuevo mobiliario urbano y se mejoran las veredas, la iluminacion y el pavimento de la traza.",62201082.0,7,flores,rivadavia av. y argerich,2017-02-05,2017-08-31,6,100,ConstruccionesIngevialS.A.,2017,Licitacion Publica,620/SIGAF/2017,30650833380,nan
